YearMonth,PracticeCode,NumberOfPatients
202506,L81075,31563
202506,L81078,22656
202506,L81079,21227
202506,L81081,19950
202506,L81082,13899
202506,L81083,8654
202506,L81084,11505
202506,L81085,6628
202506,L81086,46211
202506,L81087,12900
202506,L81089,11651
202506,L81090,17184
202506,L81091,16539
202506,L81095,14781
202506,L81098,12115
202506,L81103,8991
202506,L81106,5661
202506,L81117,4325
202506,L81118,20187
202506,L81120,9363
202506,L81122,5613
202506,L81123,5848
202506,L81125,9900
202506,L81127,5906
202506,L81130,13080
202506,L81131,11503
202506,L81132,5206
202506,L81133,18677
202506,L81600,11610
202506,L81617,13645
202506,L81632,11397
202506,L81642,6016
202506,L81643,16803
202506,L81644,9162
202506,L81649,18945
202506,L81669,37723
202506,L81670,5662
202506,L82001,19077
202506,L82003,8709
202506,L82004,7915
202506,L82006,21107
202506,L82007,6678
202506,L82008,10706
202506,L82010,23968
202506,L82011,6267
202506,L82012,17003
202506,L82013,7903
202506,L82015,6895
202506,L82016,17201
202506,L82017,2417
202506,L82018,14411
202506,L82022,9846
202506,L82023,16463
202506,L82025,4852
202506,L82026,6746
202506,L82028,17907
202506,L82029,16363
202506,L82030,18722
202506,L82035,8280
202506,L82036,12441
202506,L82038,12024
202506,L82039,5308
202506,L82041,29946
202506,L82042,16785
202506,L82043,4626
202506,L82044,8730
202506,L82045,9446
202506,L82046,12224
202506,L82047,7742
202506,L82048,3817
202506,L82049,10435
202506,L82050,9430
202506,L82051,13234
202506,L82052,10630
202506,L82054,9265
202506,L82056,8424
202506,L82057,2909
202506,L82058,4805
202506,L82059,5352
202506,L82061,6019
202506,L82066,7024
202506,L82068,8970
202506,L82070,6629
202506,L82620,6280
202506,L82622,7355
202506,L83002,17922
202506,L83003,11728
202506,L83004,11583
202506,L83005,15379
202506,L83006,33429
202506,L83007,9178
202506,L83008,29736
202506,L83010,7172
202506,L83011,8281
202506,L83012,3170
202506,L83013,15547
202506,L83014,20445
202506,L83015,8046
202506,L83016,39464
202506,L83018,1
202506,L83019,9855
202506,L83020,12743
202506,L83021,10201
202506,L83023,5680
202506,L83024,8524
202506,L83025,7507
202506,L83026,5208
202506,L83027,7828
202506,L83028,11517
202506,L83029,8447
202506,L83030,10077
202506,L83031,12185
202506,L83034,10022
202506,L83035,16720
202506,L83036,11847
202506,L83038,13802
202506,L83039,5631
202506,L83040,18132
202506,L83041,9177
202506,L83042,9823
202506,L83043,14650
202506,L83044,8256
202506,L83045,15048
202506,L83046,9581
202506,L83048,11001
202506,L83049,3308
202506,L83050,13047
202506,L83051,10383
202506,L83052,13051
202506,L83054,5641
202506,L83055,15459
202506,L83056,26598
202506,L83057,7808
202506,L83058,7722
202506,L83059,10101
202506,L83064,12494
202506,L83066,17776
202506,L83067,14939
202506,L83069,15261
202506,L83070,5046
202506,L83071,8072
202506,L83072,12602
202506,L83073,19406
202506,L83075,6039
202506,L83076,11553
202506,L83077,8007
202506,L83079,8570
202506,L83081,6384
202506,L83082,3286
202506,L83083,15279
202506,L83084,8155
202506,L83085,18660
202506,L83086,5153
202506,L83087,15305
202506,L83088,5204
202506,L83089,13746
202506,L83092,16266
202506,L83094,8398
202506,L83095,15810
202506,L83096,18093
202506,L83097,12961
202506,L83098,5420
202506,L83099,5672
202506,L83100,43574
202506,L83101,15131
202506,L83102,7591
202506,L83103,16171
202506,L83105,6774
202506,L83106,9694
202506,L83111,15539
202506,L83112,5967
202506,L83113,7553
202506,L83115,4898
202506,L83116,5335
202506,L83118,18061
202506,L83120,17037
202506,L83127,16012
202506,L83128,7708
202506,L83129,3026
202506,L83131,25469
202506,L83134,4011
202506,L83136,5996
202506,L83137,12737
202506,L83143,4611
202506,L83146,4894
202506,L83147,13997
202506,L83148,3738
202506,L83607,5749
202506,L83616,2391
202506,L83624,7843
202506,L83628,6436
202506,L83639,2872
202506,L83646,8913
202506,L83648,23935
202506,L83651,4523
202506,L83655,7570
202506,L83657,5429
202506,L83663,2971
202506,L83666,3984
202506,L83673,701
202506,L84003,11396
202506,L84004,7886
202506,L84005,8229
202506,L84006,6833
202506,L84007,12362
202506,L84008,12163
202506,L84009,19341
202506,L84010,11076
202506,L84011,8217
202506,L84012,24744
202506,L84014,8987
202506,L84015,10938
202506,L84016,6840
202506,L84018,12786
202506,L84021,8931
202506,L84022,7950
202506,L84023,13118
202506,L84024,3817
202506,L84025,4621
202506,L84026,32108
202506,L84027,18100
202506,L84028,11897
202506,L84029,3297
202506,L84030,17812
202506,L84031,5757
202506,L84033,19150
202506,L84034,12237
202506,L84036,11367
202506,L84037,12027
202506,L84038,11404
202506,L84039,8923
202506,L84040,12898
202506,L84041,13091
202506,L84043,4911
202506,L84045,7199
202506,L84046,6108
202506,L84047,16256
202506,L84048,10401
202506,L84049,8423
202506,L84050,40545
202506,L84051,9825
202506,L84052,9918
202506,L84053,7860
202506,L84054,13913
202506,L84058,9410
202506,L84059,8189
202506,L84060,11058
202506,L84063,4900
202506,L84065,9100
202506,L84067,10114
202506,L84068,5748
202506,L84069,13587
202506,L84072,5146
202506,L84075,9434
202506,L84077,14741
202506,L84080,11598
202506,L84081,4422
202506,L84084,11454
202506,L84085,3833
202506,L84606,11933
202506,L84613,3500
202506,L84617,7240
202506,L85001,17600
202506,L85002,11883
202506,L85003,3892
202506,L85004,12412
202506,L85006,10354
202506,L85007,10371
202506,L85008,29292
202506,L85009,10683
202506,L85010,13537
202506,L85011,8392
202506,L85012,16196
202506,L85013,4181
202506,L85014,13465
202506,L85015,15466
202506,L85016,14849
202506,L85017,10500
202506,L85018,5214
202506,L85019,11653
202506,L85020,11455
202506,L85021,14760
202506,L85022,13656
202506,L85023,17798
202506,L85024,10915
202506,L85025,14021
202506,L85026,6088
202506,L85027,8745
202506,L85029,13159
202506,L85030,18829
202506,L85031,7520
202506,L85032,5192
202506,L85033,13928
202506,L85034,8476
202506,L85035,17514
202506,L85036,6079
202506,L85037,4175
202506,L85038,6815
202506,L85039,13979
202506,L85040,6980
202506,L85042,15755
202506,L85043,11178
202506,L85044,6114
202506,L85046,5966
202506,L85047,5998
202506,L85048,6144
202506,L85050,6630
202506,L85051,7369
202506,L85052,7891
202506,L85053,6479
202506,L85054,8556
202506,L85055,9128
202506,L85056,7334
202506,L85061,4231
202506,L85062,6360
202506,L85064,11076
202506,L85065,7857
202506,L85066,7901
202506,L85601,3459
202506,L85607,5529
202506,L85609,5258
202506,L85611,3170
202506,L85624,4791
202506,M81001,17659
202506,M81002,14476
202506,M81004,15664
202506,M81005,13843
202506,M81006,21865
202506,M81007,5639
202506,M81008,20196
202506,M81009,5839
202506,M81010,14606
202506,M81011,7065
202506,M81012,13536
202506,M81015,9675
202506,M81016,19385
202506,M81017,12406
202506,M81018,6491
202506,M81019,17479
202506,M81020,12117
202506,M81021,13018
202506,M81022,18214
202506,M81024,5170
202506,M81025,5135
202506,M81026,47485
202506,M81027,9709
202506,M81029,7990
202506,M81032,12626
202506,M81033,7430
202506,M81034,8795
202506,M81035,14166
202506,M81037,11929
202506,M81038,12307
202506,M81039,11953
202506,M81040,21696
202506,M81041,11158
202506,M81042,9734
202506,M81043,8925
202506,M81044,11739
202506,M81045,5048
202506,M81046,12019
202506,M81047,10803
202506,M81048,9592
202506,M81049,11493
202506,M81054,7308
202506,M81055,5774
202506,M81056,12592
202506,M81057,15195
202506,M81058,10266
202506,M81061,8876
202506,M81063,13837
202506,M81064,8274
202506,M81066,8299
202506,M81067,5613
202506,M81068,15594
202506,M81069,9668
202506,M81070,11680
202506,M81072,6878
202506,M81074,10934
202506,M81075,12938
202506,M81076,3078
202506,M81077,4803
202506,M81078,6686
202506,M81081,5552
202506,M81082,15733
202506,M81083,4955
202506,M81084,5710
202506,M81090,3461
202506,M81091,14158
202506,M81092,5610
202506,M81093,10441
202506,M81094,9689
202506,M81600,4002
202506,M81604,6757
202506,M81605,5572
202506,M81608,3979
202506,M81616,3349
202506,M81617,5490
202506,M81627,8472
202506,M81629,10228
202506,M82002,10020
202506,M82003,24809
202506,M82004,19280
202506,M82005,9542
202506,M82006,11644
202506,M82007,15320
202506,M82008,7091
202506,M82009,11121
202506,M82010,17654
202506,M82011,4497
202506,M82012,14371
202506,M82013,2680
202506,M82014,9497
202506,M82016,10797
202506,M82017,4625
202506,M82018,7166
202506,M82019,8559
202506,M82020,4157
202506,M82021,8476
202506,M82022,14215
202506,M82023,7784
202506,M82024,3893
202506,M82025,20958
202506,M82026,13373
202506,M82028,15071
202506,M82030,10419
202506,M82032,16812
202506,M82033,5593
202506,M82034,7902
202506,M82035,12206
202506,M82038,13647
202506,M82039,15387
202506,M82040,6285
202506,M82041,7100
202506,M82042,6571
202506,M82043,7521
202506,M82046,3994
202506,M82047,11043
202506,M82048,6832
202506,M82051,4711
202506,M82056,15762
202506,M82057,7526
202506,M82058,3995
202506,M82059,16526
202506,M82060,8947
202506,M82601,2346
202506,M82606,5622
202506,M82616,8182
202506,M82620,2951
202506,M83001,12101
202506,M83004,9121
202506,M83005,5302
202506,M83006,31106
202506,M83007,7944
202506,M83009,10850
202506,M83010,10554
202506,M83011,7966
202506,M83012,8250
202506,M83013,4636
202506,M83014,10191
202506,M83015,7773
202506,M83016,7324
202506,M83017,5014
202506,M83018,8761
202506,M83020,9596
202506,M83021,10250
202506,M83022,7936
202506,M83023,9245
202506,M83024,10512
202506,M83025,5964
202506,M83026,17778
202506,M83027,10709
202506,M83028,11235
202506,M83030,13424
202506,M83031,6348
202506,M83032,14188
202506,M83033,7038
202506,M83034,11967
202506,M83035,7578
202506,M83036,8945
202506,M83037,8526
202506,M83038,10330
202506,M83042,9924
202506,M83044,13459
202506,M83045,10616
202506,M83046,9712
202506,M83047,6797
202506,M83048,9868
202506,M83049,9393
202506,M83050,10144
202506,M83051,12480
202506,M83052,22101
202506,M83054,10273
202506,M83056,11018
202506,M83057,10450
202506,M83059,3763
202506,M83061,8068
202506,M83062,12726
202506,M83063,3859
202506,M83065,7298
202506,M83066,7966
202506,M83067,7912
202506,M83068,14981
202506,M83069,15800
202506,M83070,8361
202506,M83071,11627
202506,M83072,11622
202506,M83073,9245
202506,M83074,14310
202506,M83075,20307
202506,M83076,8813
202506,M83079,9503
202506,M83084,6555
202506,M83088,15323
202506,M83089,10781
202506,M83090,5322
202506,M83092,8619
202506,M83093,6444
202506,M83094,14584
202506,M83096,5352
202506,M83097,9123
202506,M83100,4175
202506,M83102,7328
202506,M83103,4781
202506,M83107,6770
202506,M83108,7716
202506,M83109,3912
202506,M83110,16314
202506,M83111,2422
202506,M83113,2487
202506,M83117,8395
202506,M83121,5880
202506,M83122,3052
202506,M83123,10056
202506,M83125,3450
202506,M83126,8808
202506,M83127,7024
202506,M83129,10853
202506,M83130,4035
202506,M83132,5651
202506,M83138,6846
202506,M83139,5035
202506,M83140,4827
202506,M83141,9199
202506,M83143,5409
202506,M83146,13477
202506,M83148,14443
202506,M83601,5996
202506,M83608,5366
202506,M83616,5141
202506,M83617,23909
202506,M83619,3654
202506,M83624,3920
202506,M83625,11416
202506,M83627,8457
202506,M83632,5276
202506,M83637,4874
202506,M83638,14261
202506,M83640,2714
202506,M83641,2040
202506,M83650,13759
202506,M83661,6868
202506,M83668,5225
202506,M83670,7196
202506,M83680,7085
202506,M83681,10762
202506,M83682,5904
202506,M83691,1868
202506,M83693,7156
202506,M83697,3499
202506,M83698,3172
202506,M83701,4579
202506,M83703,5639
202506,M83709,5917
202506,M83711,4194
202506,M83713,5285
202506,M83715,4953
202506,M83717,3625
202506,M83718,3994
202506,M83719,4370
202506,M83723,23612
202506,M83725,4047
202506,M83727,4207
202506,M83738,6964
202506,M84001,13512
202506,M84002,8243
202506,M84003,9867
202506,M84004,19920
202506,M84005,5062
202506,M84006,10519
202506,M84007,13401
202506,M84008,8201
202506,M84009,5295
202506,M84010,10503
202506,M84011,21563
202506,M84012,16829
202506,M84013,12607
202506,M84014,9425
202506,M84015,14756
202506,M84016,4508
202506,M84017,14615
202506,M84018,14211
202506,M84019,16882
202506,M84020,14832
202506,M84021,17077
202506,M84022,8431
202506,M84023,20239
202506,M84024,6567
202506,M84025,12022
202506,M84026,7188
202506,M84028,18916
202506,M84029,7825
202506,M84030,13267
202506,M84031,7945
202506,M84032,14736
202506,M84034,2336
202506,M84035,12117
202506,M84036,15780
202506,M84037,12188
202506,M84040,10631
202506,M84041,7083
202506,M84042,10389
202506,M84043,21273
202506,M84044,5851
202506,M84046,8154
202506,M84047,5300
202506,M84049,5923
202506,M84050,8199
202506,M84051,13617
202506,M84055,2217
202506,M84059,3790
202506,M84060,6834
202506,M84061,6006
202506,M84062,7372
202506,M84063,7343
202506,M84064,7055
202506,M84065,8210
202506,M84066,6856
202506,M84067,7800
202506,M84069,6555
202506,M84070,12371
202506,M84609,4857
202506,M84612,8429
202506,M84615,8298
202506,M84616,4440
202506,M84618,3922
202506,M84620,3001
202506,M84621,2761
202506,M84627,3800
202506,M84629,11499
202506,M85001,4756
202506,M85005,7560
202506,M85006,10575
202506,M85007,16997
202506,M85009,6624
202506,M85011,7272
202506,M85013,4007
202506,M85014,4275
202506,M85016,5282
202506,M85018,10596
202506,M85019,18267
202506,M85020,20853
202506,M85021,4431
202506,M85023,9287
202506,M85024,7170
202506,M85025,16408
202506,M85026,14920
202506,M85027,7987
202506,M85028,25066
202506,M85029,19276
202506,M85030,17736
202506,M85031,10738
202506,M85033,17601
202506,M85034,16619
202506,M85035,5501
202506,M85037,9358
202506,M85041,14540
202506,M85042,5019
202506,M85043,4320
202506,M85046,53387
202506,M85047,6059
202506,M85048,11208
202506,M85051,7827
202506,M85053,6768
202506,M85055,6791
202506,M85056,7340
202506,M85058,16118
202506,M85060,15543
202506,M85061,12083
202506,M85062,4920
202506,M85063,57293
202506,M85065,14379
202506,M85066,7374
202506,M85069,1
202506,M85070,13740
202506,M85071,7906
202506,M85074,7934
202506,M85076,10760
202506,M85077,9540
202506,M85078,10308
202506,M85079,10708
202506,M85081,9233
202506,M85082,5520
202506,M85084,6426
202506,M85086,10655
202506,M85087,11154
202506,M85088,17727
202506,M85094,2630
202506,M85097,2217
202506,M85098,5384
202506,M85105,5260
202506,M85107,3755
202506,M85108,6021
202506,M85110,10196
202506,M85113,6147
202506,M85115,2403
202506,M85116,8566
202506,M85117,5963
202506,M85118,3094
202506,M85123,8895
202506,M85124,12803
202506,M85128,5074
202506,M85136,10778
202506,M85139,5753
202506,M85141,3062
202506,M85143,7284
202506,M85145,9766
202506,M85146,6538
202506,M85149,5840
202506,M85153,3989
202506,M85154,4481
202506,M85155,6736
202506,M85156,10057
202506,M85158,2162
202506,M85164,13597
202506,M85167,14948
202506,M85170,5364
202506,M85171,2936
202506,M85172,13954
202506,M85174,4577
202506,M85175,10477
202506,M85176,5490
202506,M85177,6287
202506,M85178,42372
202506,M85179,4995
202506,M85600,16128
202506,M85624,6396
202506,M85634,10023
202506,M85642,5784
202506,M85669,7329
202506,M85670,3710
202506,M85676,6406
202506,M85679,5735
202506,M85680,2684
202506,M85684,4035
202506,M85686,1499
202506,M85693,2451
202506,M85694,3810
202506,M85697,4746
202506,M85699,5267
202506,M85701,4843
202506,M85706,14240
202506,M85711,3988
202506,M85713,5307
202506,M85715,11426
202506,M85716,5342
202506,M85717,4240
202506,M85721,11115
202506,M85722,5555
202506,M85730,5531
202506,M85732,2469
202506,M85733,7229
202506,M85735,6441
202506,M85736,5181
202506,M85739,5460
202506,M85746,5506
202506,M85749,3111
202506,M85756,2720
202506,M85757,4185
202506,M85759,7402
202506,M85766,4296
202506,M85770,2087
202506,M85774,7501
202506,M85778,17517
202506,M85779,2837
202506,M85781,3947
202506,M85783,5711
202506,M85792,3366
202506,M85794,4117
202506,M85797,11923
202506,M85803,11127
202506,M86001,7295
202506,M86002,8472
202506,M86003,17116
202506,M86004,20117
202506,M86005,6322
202506,M86006,10136
202506,M86007,5948
202506,M86008,10350
202506,M86009,25219
202506,M86010,12878
202506,M86012,11090
202506,M86014,21244
202506,M86015,13973
202506,M86016,21455
202506,M86017,10427
202506,M86018,11839
202506,M86019,4296
202506,M86020,7937
202506,M86021,7290
202506,M86027,13772
202506,M86028,3427
202506,M86029,17995
202506,M86030,5565
202506,M86032,12466
202506,M86033,4387
202506,M86034,10150
202506,M86035,8328
202506,M86037,3787
202506,M86038,2722
202506,M86039,4788
202506,M86040,3899
202506,M86041,10646
202506,M86044,4574
202506,M86045,7566
202506,M86046,5365
202506,M86048,8119
202506,M86605,3052
202506,M86610,7879
202506,M86612,4083
202506,M86617,4663
202506,M86622,3407
202506,M86624,12908
202506,M86627,6878
202506,M86633,5696
202506,M86638,6855
202506,M87001,6524
202506,M87003,18884
202506,M87005,13043
202506,M87006,8764
202506,M87007,11824
202506,M87008,8664
202506,M87009,16765
202506,M87010,9184
202506,M87011,27428
202506,M87012,7315
202506,M87013,11402
202506,M87014,8150
202506,M87015,8020
202506,M87016,7026
202506,M87017,8694
202506,M87018,7282
202506,M87019,5821
202506,M87020,9301
202506,M87021,7850
202506,M87023,9847
202506,M87024,22871
202506,M87025,4777
202506,M87026,6019
202506,M87027,4446
202506,M87028,9234
202506,M87030,4501
202506,M87034,5870
202506,M87036,3733
202506,M87037,7966
202506,M87041,6165
202506,M87601,6850
202506,M87602,10112
202506,M87605,4623
202506,M87612,2458
202506,M87617,6320
202506,M87618,2955
202506,M87620,6718
202506,M87621,2565
202506,M87623,3243
202506,M87628,3807
202506,M87638,3847
202506,M88001,10500
202506,M88002,9271
202506,M88003,11859
202506,M88004,40477
202506,M88006,12109
202506,M88007,9813
202506,M88008,5138
202506,M88009,9627
202506,M88010,8936
202506,M88013,14043
202506,M88014,6721
202506,M88015,10616
202506,M88016,3698
202506,M88018,21993
202506,M88019,3045
202506,M88020,12682
202506,M88021,11049
202506,M88022,3636
202506,M88023,6370
202506,M88026,8347
202506,M88030,6176
202506,M88035,3566
202506,M88038,13791
202506,M88040,6719
202506,M88041,3577
202506,M88042,6078
202506,M88043,8424
202506,M88600,4315
202506,M88610,4793
202506,M88612,3842
202506,M88616,16666
202506,M88618,2066
202506,M88619,11111
202506,M88620,3475
202506,M88625,3380
202506,M88626,3632
202506,M88628,3502
202506,M88630,5183
202506,M88633,7187
202506,M88635,2195
202506,M88639,3477
202506,M88640,4191
202506,M88643,5497
202506,M88645,9156
202506,M88646,2711
202506,M88647,6161
202506,M89001,3651
202506,M89002,6448
202506,M89003,39447
202506,M89005,8606
202506,M89007,6825
202506,M89008,13667
202506,M89009,11234
202506,M89010,10925
202506,M89012,11152
202506,M89013,6197
202506,M89015,12273
202506,M89016,12655
202506,M89017,56949
202506,M89019,11386
202506,M89021,4869
202506,M89024,4051
202506,M89026,10679
202506,M89027,8414
202506,M89030,6054
202506,M89608,3751
202506,M91003,7034
202506,M91004,9884
202506,M91006,4339
202506,M91007,8769
202506,M91008,9620
202506,M91009,5702
202506,M91010,8813
202506,M91013,10275
202506,M91014,3164
202506,M91015,22197
202506,M91016,7071
202506,M91017,10145
202506,M91018,4912
202506,M91019,14755
202506,M91021,7871
202506,M91024,2540
202506,M91026,5747
202506,M91028,8370
202506,M91029,5791
202506,M91032,4937
202506,M91033,6552
202506,M91034,5073
202506,M91036,3918
202506,M91602,2351
202506,M91609,2229
202506,M91611,3042
202506,M91612,3470
202506,M91613,9923
202506,M91614,8997
202506,M91616,8013
202506,M91619,6314
202506,M91621,5107
202506,M91623,1928
202506,M91624,3772
202506,M91626,4681
202506,M91628,3134
202506,M91629,7140
202506,M91637,4100
202506,M91639,1716
202506,M91640,3991
202506,M91641,4071
202506,M91642,1678
202506,M91647,5513
202506,M91650,9119
202506,M91654,3365
202506,M91659,3414
202506,M91660,5086
202506,M92001,3515
202506,M92004,2965
202506,M92006,4725
202506,M92008,12777
202506,M92009,13288
202506,M92010,11340
202506,M92011,37647
202506,M92012,11745
202506,M92013,7189
202506,M92015,4292
202506,M92016,23346
202506,M92019,6227
202506,M92022,4166
202506,M92026,5128
202506,M92028,9526
202506,M92029,5870
202506,M92039,6930
202506,M92040,12385
202506,M92041,4728
202506,M92043,7093
202506,M92607,18412
202506,M92609,6216
202506,M92612,38371
202506,M92627,4147
202506,M92629,4199
202506,M92630,5867
202506,M92649,4478
202506,M92654,6991
202506,N81001,5027
202506,N81002,12179
202506,N81005,9883
202506,N81006,5401
202506,N81007,10179
202506,N81008,11739
202506,N81009,7620
202506,N81010,8409
202506,N81011,14549
202506,N81012,12103
202506,N81013,6957
202506,N81014,9361
202506,N81016,32399
202506,N81018,8168
202506,N81019,14988
202506,N81020,12425
202506,N81022,33992
202506,N81024,10795
202506,N81025,11141
202506,N81027,14710
202506,N81028,9306
202506,N81029,12471
202506,N81030,16601
202506,N81031,6266
202506,N81032,28617
202506,N81033,8616
202506,N81034,13236
202506,N81035,12210
202506,N81036,8515
202506,N81037,8310
202506,N81038,7783
202506,N81039,11722
202506,N81040,6886
202506,N81041,8619
202506,N81043,5971
202506,N81044,10842
202506,N81045,13693
202506,N81046,10152
202506,N81047,12307
202506,N81048,13169
202506,N81049,23663
202506,N81050,19625
202506,N81051,7044
202506,N81052,12966
202506,N81053,17187
202506,N81054,8965
202506,N81055,7036
202506,N81056,9851
202506,N81057,13043
202506,N81059,12585
202506,N81060,9005
202506,N81061,10116
202506,N81062,15026
202506,N81063,12543
202506,N81064,6836
202506,N81065,8269
202506,N81066,14676
202506,N81067,9120
202506,N81068,15285
202506,N81069,4662
202506,N81070,10432
202506,N81071,4444
202506,N81072,7919
202506,N81074,5501
202506,N81075,16414
202506,N81077,13035
202506,N81079,9994
202506,N81080,8740
202506,N81081,9714
202506,N81082,15277
202506,N81083,5089
202506,N81084,21303
202506,N81085,9999
202506,N81086,16503
202506,N81087,24712
202506,N81088,12655
202506,N81089,8176
202506,N81090,5258
202506,N81092,14645
202506,N81093,16032
202506,N81096,8816
202506,N81097,4516
202506,N81100,7963
202506,N81101,8017
202506,N81102,4272
202506,N81107,3618
202506,N81108,10854
202506,N81109,6948
202506,N81111,7430
202506,N81113,7359
202506,N81114,10916
202506,N81115,7923
202506,N81117,5761
202506,N81118,8693
202506,N81119,5190
202506,N81120,5952
202506,N81121,7056
202506,N81122,10418
202506,N81123,7120
202506,N81125,7690
202506,N81127,8542
202506,N81607,3790
202506,N81614,5617
202506,N81619,3920
202506,N81623,9413
202506,N81624,8539
202506,N81626,4596
202506,N81628,12818
202506,N81632,5816
202506,N81637,2968
202506,N81642,4741
202506,N81645,2319
202506,N81651,3501
202506,N81655,388
202506,N82001,6176
202506,N82002,5308
202506,N82003,4203
202506,N82004,3389
202506,N82009,8696
202506,N82011,10876
202506,N82014,6521
202506,N82018,13244
202506,N82019,5104
202506,N82022,10068
202506,N82024,12402
202506,N82026,6431
202506,N82033,5907
202506,N82034,5969
202506,N82035,8744
202506,N82036,3387
202506,N82037,11702
202506,N82039,4012
202506,N82041,12775
202506,N82046,10074
202506,N82048,7233
202506,N82049,6504
202506,N82050,2526
202506,N82052,5803
202506,N82053,15621
202506,N82054,7518
202506,N82058,5675
202506,N82059,6192
202506,N82062,7059
202506,N82065,4085
202506,N82066,9156
202506,N82067,5948
202506,N82070,9806
202506,N82073,6645
202506,N82074,9204
202506,N82076,10689
202506,N82077,2763
202506,N82078,2934
202506,N82079,6414
202506,N82081,5961
202506,N82082,8862
202506,N82083,10291
202506,N82084,6454
202506,N82086,3730
202506,N82087,2345
202506,N82089,3857
202506,N82090,10161
202506,N82091,2256
202506,N82092,8451
202506,N82093,4284
202506,N82094,8415
202506,N82095,4740
202506,N82097,8679
202506,N82099,8585
202506,N82101,2751
202506,N82103,9861
202506,N82104,4163
202506,N82106,3596
202506,N82107,1906
202506,N82108,8191
202506,N82109,5457
202506,N82110,8052
202506,N82113,8668
202506,N82115,8921
202506,N82116,8058
202506,N82117,59598
202506,N82617,10450
202506,N82633,3723
202506,N82641,5634
202506,N82645,9190
202506,N82646,9491
202506,N82648,2543
202506,N82650,5030
202506,N82651,4189
202506,N82655,2353
202506,N82662,8136
202506,N82663,4471
202506,N82664,2890
202506,N82668,3524
202506,N82669,3485
202506,N82671,2650
202506,N82676,4130
202506,N82678,3316
202506,N83001,14675
202506,N83002,11841
202506,N83003,7164
202506,N83005,8638
202506,N83006,3337
202506,N83007,3156
202506,N83008,8253
202506,N83009,12008
202506,N83010,6850
202506,N83012,10292
202506,N83013,4730
202506,N83014,10509
202506,N83017,6207
202506,N83018,8777
202506,N83019,7560
202506,N83020,17419
202506,N83021,7870
202506,N83023,11622
202506,N83024,7932
202506,N83025,14667
202506,N83026,2574
202506,N83027,6633
202506,N83028,21529
202506,N83030,5421
202506,N83031,2888
202506,N83032,12238
202506,N83033,5474
202506,N83035,7076
202506,N83041,4735
202506,N83043,3906
202506,N83045,10220
202506,N83047,5241
202506,N83049,4214
202506,N83050,4956
202506,N83053,9077
202506,N83054,4233
202506,N83601,7906
202506,N83603,7467
202506,N83605,6293
202506,N83608,15735
202506,N83609,4748
202506,N83610,2338
202506,N83614,6248
202506,N83619,4983
202506,N83620,3724
202506,N83621,2835
202506,N83622,2574
202506,N83633,3813
202506,N83637,3277
202506,N84001,8903
202506,N84002,2482
202506,N84003,10180
202506,N84004,7743
202506,N84005,12479
202506,N84006,11676
202506,N84007,6206
202506,N84008,9781
202506,N84010,5660
202506,N84011,6514
202506,N84012,11385
202506,N84013,11030
202506,N84014,3777
202506,N84015,5875
202506,N84016,5672
202506,N84017,9240
202506,N84018,14809
202506,N84019,6552
202506,N84020,10465
202506,N84021,16123
202506,N84023,7931
202506,N84024,9414
202506,N84025,9981
202506,N84027,5684
202506,N84028,7704
202506,N84029,5805
202506,N84034,7634
202506,N84035,3644
202506,N84037,1
202506,N84038,5889
202506,N84041,5870
202506,N84605,8633
202506,N84613,4533
202506,N84614,3238
202506,N84615,3307
202506,N84617,5282
202506,N84621,8145
202506,N84625,5949
202506,N84626,1843
202506,N85002,19088
202506,N85005,11122
202506,N85006,9437
202506,N85007,21381
202506,N85008,13656
202506,N85012,9390
202506,N85013,7655
202506,N85015,7835
202506,N85016,8695
202506,N85017,5605
202506,N85018,6181
202506,N85019,8941
202506,N85020,15546
202506,N85021,3011
202506,N85022,4323
202506,N85023,5763
202506,N85024,9427
202506,N85025,5870
202506,N85027,9130
202506,N85028,13252
202506,N85031,3861
202506,N85032,6578
202506,N85037,5673
202506,N85038,4272
202506,N85044,20663
202506,N85046,5075
202506,N85047,6952
202506,N85048,5268
202506,N85051,17813
202506,N85052,4692
202506,N85054,5126
202506,N85057,1922
202506,N85059,8110
202506,N85616,4572
202506,N85617,4844
202506,N85620,6479
202506,N85625,16588
202506,N85629,4673
202506,N85633,4921
202506,N85634,1893
202506,N85640,2871
202506,N85643,4066
202506,N85648,4094
202506,P81002,65210
202506,P81003,8599
202506,P81005,12326
202506,P81006,20623
202506,P81008,7285
202506,P81010,5621
202506,P81013,15899
202506,P81014,9704
202506,P81015,13416
202506,P81016,12396
202506,P81017,14846
202506,P81018,8121
202506,P81020,24616
202506,P81022,10961
202506,P81025,12804
202506,P81027,15292
202506,P81029,24449
202506,P81031,6782
202506,P81032,14405
202506,P81033,8053
202506,P81035,8526
202506,P81036,17649
202506,P81037,12524
202506,P81038,9999
202506,P81039,5625
202506,P81040,10443
202506,P81041,9548
202506,P81042,15243
202506,P81043,6734
202506,P81044,16745
202506,P81045,4737
202506,P81046,6599
202506,P81047,16229
202506,P81051,14439
202506,P81053,8275
202506,P81054,9394
202506,P81055,14409
202506,P81057,14134
202506,P81058,10136
202506,P81059,7772
202506,P81061,4427
202506,P81062,7615
202506,P81063,11160
202506,P81065,15061
202506,P81066,8311
202506,P81067,12794
202506,P81069,11808
202506,P81070,8200
202506,P81071,7187
202506,P81072,14021
202506,P81073,13201
202506,P81074,13522
